customer_id,segment,city,age,gender,join_date,email_subscribed,preferred_device,preferred_category
CUST00062,Loyal,Bali,44,Female,2024-10-26,1,Desktop,Beauty
CUST00063,At Risk,Jakarta,40,Female,2024-07-18,0,Mobile,Sports
CUST00064,At Risk,Surabaya,32,Male,2024-05-19,1,Mobile,Sports
CUST00065,At Risk,Semarang,28,Prefer not to say,2024-03-06,1,Desktop,Beauty
CUST00066,New,Bandung,23,Female,2024-03-10,1,Mobile,Apparel
CUST00067,At Risk,Medan,39,Male,2024-07-13,0,Mobile,Books
CUST00068,At Risk,Jakarta,52,Male,2024-06-28,1,Tablet,Electronics
CUST00069,Champions,Jakarta,33,Female,2024-01-11,1,Mobile,Electronics
CUST00070,Lost,Medan,47,Male,2024-07-07,1,Desktop,Electronics
CUST00071,New,Jakarta,37,Female,2024-01-14,1,Desktop,Apparel
CUST00072,Lost,Jakarta,30,Male,2024-05-04,0,Desktop,Beauty
CUST00073,Champions,Yogyakarta,54,Female,2024-06-26,1,Mobile,Beauty
CUST00074,Champions,Yogyakarta,44,Male,2024-02-24,1,Desktop,Home & Garden
CUST00075,Loyal,Medan,29,Female,2024-05-18,0,Desktop,Home & Garden
CUST00076,New,Jakarta,55,Female,2024-05-05,1,Desktop,Apparel
CUST00077,At Risk,Bali,42,Female,2024-09-10,1,Mobile,Books
CUST00078,Loyal,Surabaya,35,Female,2024-09-21,1,Desktop,Home & Garden
CUST00079,New,Bandung,48,Female,2024-09-08,1,Mobile,Home & Garden
CUST00080,Loyal,Bali,55,Female,2024-10-10,1,Desktop,Apparel
CUST00081,New,Bali,35,Male,2024-04-28,1,Mobile,Beauty
CUST00082,New,Jakarta,29,Male,2024-09-04,1,Desktop,Beauty
CUST00083,Lost,Jakarta,30,Male,2024-07-03,1,Mobile,Apparel
CUST00084,Lost,Jakarta,53,Female,2024-03-05,0,Mobile,Electronics
CUST00085,Loyal,Surabaya,48,Prefer not to say,2024-04-04,1,Desktop,Electronics
CUST00086,Champions,Jakarta,49,Male,2024-01-28,0,Tablet,Electronics
CUST00087,Loyal,Medan,53,Female,2024-04-25,1,Desktop,Apparel
CUST00088,At Risk,Bali,45,Female,2024-01-31,0,Tablet,Apparel
CUST00089,Loyal,Jakarta,23,Female,2024-03-29,1,Mobile,Sports
CUST00090,At Risk,Jakarta,20,Female,2024-05-24,1,Desktop,Food & Drink
CUST00091,New,Bandung,55,Male,2024-04-11,1,Desktop,Food & Drink
CUST00092,New,Jakarta,22,Female,2024-06-06,0,Tablet,Home & Garden
CUST00093,At Risk,Medan,37,Female,2024-05-19,1,Mobile,Electronics
CUST00094,At Risk,Bandung,38,Male,2024-01-14,0,Desktop,Beauty
CUST00095,Lost,Bandung,35,Female,2024-03-30,1,Desktop,Electronics
CUST00096,At Risk,Palembang,49,Male,2024-08-28,1,Desktop,Books
CUST00097,Loyal,Jakarta,49,Female,2024-07-24,1,Mobile,Apparel
CUST00098,Loyal,Semarang,43,Female,2024-01-01,1,Mobile,Electronics
CUST00099,Loyal,Bandung,49,Male,2024-01-27,1,Tablet,Home & Garden
CUST00100,New,Jakarta,25,Female,2024-05-02,1,Mobile,Home & Garden
CUST00101,Loyal,Surabaya,25,Female,2024-03-01,1,Tablet,Apparel
CUST00102,New,Yogyakarta,44,Male,2024-08-29,1,Mobile,Food & Drink
CUST00103,At Risk,Semarang,26,Female,2024-05-21,0,Mobile,Books
CUST00104,Loyal,Jakarta,18,Female,2024-06-01,1,Desktop,Books
CUST00105,At Risk,Bali,48,Female,2024-10-09,1,Tablet,Books
CUST00106,Lost,Bandung,33,Female,2024-04-29,1,Mobile,Home & Garden
CUST00107,Lost,Bali,42,Female,2024-03-18,1,Mobile,Beauty
CUST00108,Lost,Jakarta,46,Male,2024-08-21,1,Desktop,Food & Drink
CUST00109,Champions,Bali,34,Female,2024-07-22,0,Desktop,Books
CUST00110,Loyal,Bandung,38,Female,2024-09-06,1,Mobile,Beauty
CUST00111,Lost,Medan,32,Prefer not to say,2024-08-10,0,Desktop,Electronics
CUST00112,Loyal,Makassar,37,Male,2024-01-24,1,Mobile,Home & Garden
CUST00113,Loyal,Surabaya,44,Male,2024-04-02,1,Desktop,Beauty
CUST00114,Loyal,Jakarta,55,Female,2024-08-24,1,Desktop,Food & Drink
CUST00115,At Risk,Bandung,36,Male,2024-03-21,0,Tablet,Apparel
CUST00116,Lost,Surabaya,34,Male,2024-06-03,1,Mobile,Apparel
CUST00117,At Risk,Jakarta,54,Male,2024-05-31,0,Mobile,Electronics
CUST00118,Lost,Makassar,21,Female,2024-09-11,0,Desktop,Apparel
CUST00119,New,Bandung,32,Female,2024-05-08,0,Desktop,Books
CUST00120,New,Bali,20,Male,2024-08-13,1,Mobile,Food & Drink
CUST00121,Loyal,Jakarta,44,Female,2024-03-08,0,Mobile,Home & Garden
CUST00122,Loyal,Jakarta,28,Prefer not to say,2024-09-03,1,Desktop,Books
CUST00123,At Risk,Jakarta,22,Female,2024-04-25,0,Tablet,Food & Drink
CUST00124,New,Jakarta,41,Male,2024-07-21,1,Mobile,Sports
CUST00125,New,Bali,55,Male,2024-07-09,1,Mobile,Food & Drink
CUST00126,At Risk,Bandung,32,Female,2024-08-25,1,Mobile,Electronics
CUST00127,Lost,Depok,37,Male,2024-02-29,0,Mobile,Home & Garden
CUST00128,New,Bali,52,Female,2024-03-20,1,Desktop,Beauty
CUST00129,Lost,Jakarta,35,Male,2024-07-08,1,Mobile,Apparel
CUST00130,Lost,Surabaya,41,Male,2024-07-02,1,Tablet,Food & Drink
CUST00131,New,Bandung,23,Male,2024-01-11,1,Tablet,Books
CUST00132,Loyal,Jakarta,53,Female,2024-04-20,1,Desktop,Books
CUST00133,At Risk,Semarang,35,Prefer not to say,2024-03-15,1,Desktop,Electronics
CUST00134,Lost,Jakarta,26,Female,2024-05-01,1,Mobile,Electronics
CUST00135,At Risk,Medan,25,Female,2024-08-31,1,Mobile,Home & Garden
CUST00136,Loyal,Medan,20,Male,2024-09-23,1,Mobile,Food & Drink
CUST00137,New,Bandung,45,Female,2024-09-08,1,Desktop,Apparel
CUST00138,Champions,Jakarta,26,Female,2024-10-26,1,Tablet,Beauty
CUST00139,At Risk,Jakarta,45,Female,2024-02-28,1,Desktop,Sports
CUST00140,Loyal,Semarang,46,Male,2024-07-30,1,Mobile,Electronics
CUST00141,At Risk,Bali,34,Female,2024-03-19,1,Mobile,Electronics
CUST00142,At Risk,Yogyakarta,41,Male,2024-10-11,0,Mobile,Sports
CUST00143,At Risk,Semarang,45,Prefer not to say,2024-01-27,1,Mobile,Beauty
CUST00144,Loyal,Jakarta,48,Male,2024-02-25,1,Mobile,Apparel
CUST00145,Loyal,Semarang,45,Male,2024-10-12,0,Desktop,Apparel
CUST00146,Loyal,Makassar,37,Male,2024-06-28,0,Mobile,Home & Garden
CUST00147,Champions,Jakarta,19,Male,2024-09-28,1,Mobile,Apparel
CUST00148,New,Bandung,54,Male,2024-01-27,0,Mobile,Electronics
CUST00149,At Risk,Surabaya,45,Male,2024-08-14,1,Mobile,Apparel
CUST00150,Champions,Surabaya,55,Male,2024-06-06,1,Mobile,Electronics
CUST00151,Loyal,Medan,31,Male,2024-05-10,1,Mobile,Home & Garden
CUST00152,Champions,Medan,52,Female,2024-09-13,1,Mobile,Home & Garden
CUST00153,New,Jakarta,45,Female,2024-02-09,1,Mobile,Sports
CUST00154,At Risk,Bali,25,Male,2024-06-15,0,Mobile,Sports
CUST00155,Loyal,Semarang,45,Male,2024-05-04,1,Mobile,Books
CUST00156,New,Bali,32,Male,2024-03-27,1,Mobile,Electronics
CUST00157,New,Medan,40,Male,2024-03-16,1,Mobile,Beauty
CUST00158,New,Jakarta,22,Female,2024-09-09,1,Mobile,Sports
CUST00159,Lost,Semarang,38,Male,2024-06-10,1,Mobile,Apparel
CUST00160,Loyal,Bali,21,Male,2024-02-07,1,Mobile,Books
CUST00161,Champions,Bandung,23,Male,2024-09-16,1,Tablet,Sports
CUST00162,Champions,Bandung,54,Female,2024-06-13,1,Tablet,Home & Garden
CUST00163,New,Depok,39,Female,2024-02-13,1,Mobile,Home & Garden
CUST00164,At Risk,Bandung,51,Male,2024-07-05,1,Mobile,Apparel
CUST00165,At Risk,Jakarta,39,Female,2024-02-18,1,Mobile,Books
CUST00166,Lost,Bali,27,Female,2024-10-25,0,Mobile,Sports
CUST00167,New,Bandung,26,Male,2024-02-13,1,Desktop,Books
CUST00168,New,Jakarta,51,Female,2024-08-04,1,Mobile,Food & Drink
CUST00169,Loyal,Jakarta,49,Male,2024-03-11,1,Desktop,Home & Garden
CUST00170,At Risk,Jakarta,51,Female,2024-06-21,1,Mobile,Electronics
CUST00171,Loyal,Medan,28,Male,2024-01-23,1,Mobile,Home & Garden
CUST00172,Loyal,Jakarta,46,Male,2024-05-02,0,Mobile,Books
CUST00173,Loyal,Depok,54,Female,2024-08-24,0,Mobile,Home & Garden
CUST00174,Loyal,Yogyakarta,30,Female,2024-03-11,1,Mobile,Apparel
CUST00175,Lost,Semarang,51,Male,2024-05-25,1,Mobile,Home & Garden
CUST00176,New,Palembang,23,Female,2024-04-23,0,Tablet,Home & Garden
CUST00177,Loyal,Jakarta,41,Male,2024-02-11,1,Tablet,Books
CUST00178,New,Jakarta,27,Female,2024-05-26,1,Desktop,Sports
CUST00179,At Risk,Makassar,18,Male,2024-01-10,0,Mobile,Sports
CUST00180,At Risk,Yogyakarta,25,Male,2024-05-01,1,Mobile,Books
CUST00181,At Risk,Yogyakarta,25,Female,2024-09-12,1,Mobile,Apparel
CUST00182,Champions,Jakarta,45,Male,2024-06-29,1,Desktop,Electronics
CUST00183,Lost,Palembang,22,Female,2024-10-05,0,Mobile,Home & Garden
CUST00184,At Risk,Depok,42,Female,2024-05-09,1,Mobile,Apparel
CUST00185,New,Yogyakarta,24,Male,2024-06-19,1,Mobile,Beauty
CUST00186,New,Depok,47,Female,2024-09-02,0,Mobile,Books
CUST00187,At Risk,Jakarta,36,Female,2024-04-12,1,Mobile,Home & Garden
CUST00188,New,Jakarta,48,Male,2024-04-07,0,Mobile,Sports
CUST00189,Loyal,Surabaya,41,Female,2024-07-23,0,Mobile,Food & Drink
CUST00190,At Risk,Bali,49,Male,2024-09-22,1,Mobile,Home & Garden
CUST00191,Lost,Surabaya,29,Male,2024-06-13,1,Mobile,Home & Garden
CUST00192,New,Bandung,28,Female,2024-06-28,0,Desktop,Beauty
CUST00193,At Risk,Jakarta,21,Male,2024-07-26,0,Desktop,Food & Drink
CUST00194,Champions,Jakarta,46,Male,2024-02-04,1,Mobile,Food & Drink
CUST00195,Champions,Bandung,27,Male,2024-07-08,0,Mobile,Beauty
CUST00196,Loyal,Jakarta,35,Male,2024-02-28,1,Mobile,Food & Drink
CUST00197,Champions,Medan,34,Prefer not to say,2024-04-19,1,Desktop,Home & Garden
CUST00198,Champions,Surabaya,22,Prefer not to say,2024-08-15,0,Tablet,Food & Drink
CUST00199,New,Surabaya,22,Female,2024-05-28,0,Desktop,Food & Drink
CUST00200,New,Surabaya,41,Prefer not to say,2024-03-03,0,Mobile,Home & Garden
CUST00201,Loyal,Bali,54,Male,2024-10-09,0,Mobile,Home & Garden
CUST00202,New,Surabaya,48,Female,2024-07-28,1,Tablet,Beauty
CUST00203,At Risk,Bali,51,Female,2024-10-09,1,Tablet,Home & Garden
CUST00204,Lost,Yogyakarta,21,Male,2024-09-22,1,Mobile,Sports
CUST00205,Loyal,Semarang,51,Male,2024-02-10,1,Mobile,Electronics
CUST00206,Loyal,Jakarta,52,Female,2024-03-27,1,Mobile,Beauty
CUST00207,Lost,Semarang,39,Male,2024-10-15,0,Mobile,Food & Drink
CUST00208,New,Bandung,34,Male,2024-10-19,1,Mobile,Beauty
CUST00209,Loyal,Surabaya,37,Male,2024-07-26,1,Mobile,Home & Garden
CUST00210,At Risk,Bali,31,Male,2024-03-14,1,Desktop,Books
CUST00211,Lost,Medan,26,Female,2024-09-20,1,Mobile,Apparel
CUST00212,Loyal,Jakarta,24,Female,2024-07-15,1,Tablet,Food & Drink
CUST00213,New,Medan,54,Female,2024-04-07,1,Mobile,Home & Garden
CUST00214,Loyal,Jakarta,19,Female,2024-07-20,0,Mobile,Apparel
CUST00215,Champions,Bandung,49,Male,2024-08-28,1,Mobile,Electronics
CUST00216,Loyal,Medan,41,Male,2024-07-06,1,Mobile,Apparel
CUST00217,Loyal,Surabaya,42,Male,2024-10-08,0,Desktop,Electronics
CUST00218,Lost,Bali,43,Female,2024-06-22,1,Mobile,Beauty
CUST00219,At Risk,Jakarta,20,Female,2024-03-11,0,Mobile,Electronics
CUST00220,Lost,Bali,26,Male,2024-06-12,0,Desktop,Apparel
CUST00221,Loyal,Surabaya,50,Male,2024-10-15,0,Mobile,Sports
CUST00222,Lost,Bali,55,Female,2024-01-14,1,Desktop,Food & Drink
CUST00223,At Risk,Medan,32,Female,2024-10-25,1,Desktop,Books
CUST00224,Loyal,Jakarta,33,Male,2024-02-26,1,Mobile,Home & Garden
CUST00225,Loyal,Yogyakarta,50,Female,2024-08-29,0,Mobile,Electronics
CUST00226,Loyal,Depok,38,Female,2024-09-01,1,Mobile,Food & Drink
CUST00227,Loyal,Bandung,40,Female,2024-05-15,1,Mobile,Beauty
CUST00228,Loyal,Yogyakarta,37,Female,2024-04-16,1,Mobile,Beauty
CUST00229,Lost,Jakarta,35,Female,2024-10-20,1,Tablet,Books
CUST00230,Lost,Jakarta,27,Female,2024-05-27,1,Tablet,Sports
CUST00231,New,Jakarta,31,Male,2024-10-02,1,Mobile,Electronics
CUST00232,New,Jakarta,33,Male,2024-09-28,1,Mobile,Apparel
CUST00233,At Risk,Jakarta,26,Prefer not to say,2024-10-08,1,Desktop,Food & Drink
CUST00234,At Risk,Medan,30,Male,2024-05-27,1,Desktop,Electronics
CUST00235,At Risk,Medan,52,Female,2024-01-20,1,Desktop,Electronics
CUST00236,Lost,Yogyakarta,43,Female,2024-04-05,0,Tablet,Books
CUST00237,Champions,Bandung,54,Male,2024-06-20,0,Mobile,Home & Garden
CUST00238,Lost,Surabaya,50,Female,2024-04-08,1,Desktop,Beauty
CUST00239,New,Medan,18,Female,2024-05-31,0,Mobile,Books
CUST00240,Lost,Surabaya,45,Male,2024-02-14,1,Tablet,Home & Garden
CUST00241,Lost,Jakarta,18,Female,2024-04-30,1,Mobile,Beauty
CUST00242,At Risk,Bandung,34,Male,2024-04-30,1,Mobile,Home & Garden
CUST00243,At Risk,Medan,37,Male,2024-05-31,1,Tablet,Home & Garden
CUST00244,At Risk,Bali,41,Female,2024-10-08,0,Desktop,Books
CUST00245,New,Surabaya,23,Female,2024-09-27,1,Mobile,Electronics
CUST00246,At Risk,Jakarta,50,Male,2024-10-01,1,Mobile,Electronics
CUST00247,Loyal,Surabaya,55,Female,2024-09-18,1,Mobile,Home & Garden
CUST00248,At Risk,Surabaya,53,Female,2024-06-06,1,Desktop,Sports
CUST00249,At Risk,Surabaya,20,Female,2024-02-02,1,Desktop,Food & Drink
CUST00250,At Risk,Bali,36,Female,2024-03-10,0,Desktop,Home & Garden
CUST00251,Lost,Surabaya,42,Male,2024-07-12,1,Desktop,Beauty
CUST00252,New,Jakarta,40,Male,2024-10-02,1,Tablet,Books
CUST00253,New,Surabaya,37,Male,2024-10-05,1,Mobile,Home & Garden
CUST00254,Loyal,Makassar,30,Male,2024-02-27,1,Mobile,Food & Drink
CUST00255,Lost,Jakarta,33,Female,2024-02-21,1,Desktop,Books
CUST00256,Loyal,Bali,20,Female,2024-04-29,0,Desktop,Electronics
CUST00257,Lost,Yogyakarta,32,Male,2024-10-21,1,Desktop,Apparel
CUST00258,Loyal,Depok,27,Male,2024-09-23,1,Mobile,Food & Drink
CUST00259,Lost,Bandung,29,Female,2024-08-06,1,Mobile,Beauty
CUST00260,Loyal,Bali,51,Male,2024-08-01,1,Mobile,Beauty
CUST00261,Loyal,Bali,32,Female,2024-03-14,0,Mobile,Food & Drink
CUST00262,At Risk,Bali,26,Male,2024-05-10,1,Tablet,Books
CUST00263,Champions,Jakarta,30,Female,2024-07-12,1,Desktop,Electronics
CUST00264,New,Jakarta,53,Female,2024-04-16,1,Tablet,Electronics
CUST00265,Lost,Medan,25,Female,2024-09-02,1,Desktop,Home & Garden
CUST00266,Loyal,Yogyakarta,38,Female,2024-07-13,1,Mobile,Apparel
CUST00267,Lost,Jakarta,47,Female,2024-08-28,1,Mobile,Apparel
CUST00268,Champions,Medan,32,Male,2024-01-09,0,Mobile,Home & Garden
CUST00269,Loyal,Jakarta,39,Female,2024-10-18,1,Desktop,Sports
CUST00270,Loyal,Palembang,49,Female,2024-09-08,0,Mobile,Electronics
CUST00271,At Risk,Makassar,29,Prefer not to say,2024-10-04,0,Mobile,Books
CUST00272,Champions,Medan,21,Male,2024-07-30,1,Mobile,Electronics
CUST00273,Loyal,Bali,47,Female,2024-09-04,1,Mobile,Home & Garden
CUST00274,Champions,Surabaya,35,Male,2024-05-26,0,Desktop,Books
CUST00275,Lost,Makassar,24,Male,2024-09-25,1,Mobile,Books
CUST00276,Loyal,Jakarta,43,Female,2024-07-26,1,Desktop,Apparel
CUST00277,New,Bandung,23,Male,2024-01-17,1,Mobile,Electronics
CUST00278,Champions,Jakarta,28,Female,2024-08-10,1,Tablet,Food & Drink
CUST00279,Lost,Jakarta,20,Female,2024-10-17,1,Mobile,Food & Drink
CUST00280,Lost,Bandung,54,Female,2024-04-01,1,Tablet,Beauty
CUST00281,New,Makassar,43,Male,2024-06-02,1,Desktop,Home & Garden
CUST00282,Lost,Bali,39,Female,2024-03-12,1,Mobile,Sports
CUST00283,Loyal,Surabaya,24,Male,2024-02-08,0,Tablet,Home & Garden
CUST00284,New,Bandung,19,Female,2024-08-18,1,Tablet,Home & Garden
CUST00285,New,Jakarta,42,Female,2024-05-31,1,Mobile,Electronics
CUST00286,New,Medan,27,Male,2024-06-11,1,Tablet,Home & Garden
CUST00287,New,Jakarta,24,Male,2024-04-05,1,Mobile,Electronics
CUST00288,Champions,Jakarta,53,Female,2024-06-15,1,Mobile,Books
CUST00289,New,Makassar,53,Female,2024-05-04,1,Mobile,Electronics
CUST00290,Loyal,Jakarta,49,Male,2024-03-26,1,Mobile,Electronics
CUST00291,Loyal,Medan,33,Female,2024-09-10,1,Mobile,Apparel
CUST00292,Lost,Semarang,39,Female,2024-07-13,1,Mobile,Books
CUST00293,Lost,Bali,26,Female,2024-04-12,1,Mobile,Apparel
CUST00294,New,Palembang,49,Male,2024-05-04,1,Desktop,Apparel
CUST00295,Lost,Bandung,30,Male,2024-10-06,0,Mobile,Sports
CUST00296,Lost,Surabaya,31,Female,2024-05-29,1,Desktop,Books
CUST00297,New,Bandung,26,Male,2024-05-03,1,Mobile,Apparel
CUST00298,At Risk,Bandung,48,Female,2024-09-30,0,Desktop,Beauty
CUST00299,New,Medan,41,Female,2024-10-01,0,Mobile,Apparel
CUST00300,New,Bandung,28,Female,2024-01-23,1,Desktop,Food & Drink
CUST00301,Loyal,Jakarta,45,Male,2024-02-20,1,Mobile,Beauty
CUST00302,At Risk,Bali,46,Female,2024-08-25,1,Mobile,Apparel
CUST00303,Champions,Jakarta,24,Male,2024-02-13,0,Mobile,Apparel
CUST00304,At Risk,Surabaya,31,Female,2024-06-27,1,Desktop,Apparel
CUST00305,Loyal,Jakarta,25,Female,2024-06-24,1,Mobile,Food & Drink
CUST00306,Loyal,Surabaya,29,Female,2024-06-18,0,Mobile,Home & Garden
CUST00307,Loyal,Bali,45,Female,2024-04-11,1,Mobile,Apparel
CUST00308,Loyal,Bandung,22,Male,2024-10-01,1,Mobile,Apparel
CUST00309,Lost,Palembang,51,Female,2024-06-09,1,Mobile,Apparel
CUST00310,New,Yogyakarta,29,Female,2024-06-01,1,Desktop,Apparel
CUST00311,Loyal,Jakarta,25,Female,2024-03-13,1,Mobile,Home & Garden
CUST00312,Loyal,Medan,52,Female,2024-03-29,1,Mobile,Apparel
CUST00313,At Risk,Semarang,21,Female,2024-01-05,1,Mobile,Beauty
CUST00314,New,Bandung,44,Female,2024-07-31,1,Mobile,Beauty
CUST00315,New,Jakarta,32,Male,2024-05-20,1,Desktop,Beauty
CUST00316,New,Surabaya,49,Female,2024-02-27,1,Mobile,Food & Drink
CUST00317,At Risk,Medan,20,Female,2024-08-13,0,Mobile,Books
CUST00318,New,Semarang,37,Female,2024-01-17,1,Desktop,Home & Garden
CUST00319,Lost,Jakarta,33,Female,2024-10-28,0,Mobile,Home & Garden
CUST00320,New,Yogyakarta,31,Female,2024-01-31,1,Mobile,Electronics
CUST00321,Lost,Jakarta,36,Female,2024-05-16,1,Desktop,Books
CUST00322,Champions,Makassar,44,Female,2024-05-21,1,Desktop,Apparel
CUST00323,New,Medan,33,Female,2024-07-20,1,Mobile,Home & Garden
CUST00324,At Risk,Bali,23,Female,2024-05-22,0,Mobile,Home & Garden
CUST00325,At Risk,Medan,23,Female,2024-08-22,1,Desktop,Books
CUST00326,Loyal,Yogyakarta,45,Male,2024-09-10,0,Mobile,Beauty
CUST00327,At Risk,Yogyakarta,49,Male,2024-01-25,1,Desktop,Electronics
CUST00328,Lost,Surabaya,28,Prefer not to say,2024-01-01,1,Tablet,Food & Drink
CUST00329,Lost,Jakarta,37,Male,2024-05-20,1,Mobile,Sports
CUST00330,New,Bali,21,Female,2024-06-05,0,Mobile,Electronics
CUST00331,Champions,Surabaya,31,Female,2024-03-08,1,Mobile,Electronics
CUST00332,Loyal,Depok,25,Female,2024-08-04,1,Mobile,Electronics
CUST00333,New,Bali,24,Male,2024-06-02,0,Desktop,Electronics
CUST00334,Lost,Jakarta,27,Male,2024-10-15,1,Mobile,Sports
CUST00335,New,Makassar,27,Female,2024-08-14,1,Mobile,Sports
CUST00336,At Risk,Bali,42,Male,2024-08-07,1,Mobile,Electronics
CUST00337,At Risk,Yogyakarta,36,Female,2024-01-14,1,Mobile,Home & Garden
CUST00338,At Risk,Jakarta,43,Female,2024-01-28,0,Mobile,Home & Garden
CUST00339,Loyal,Surabaya,22,Prefer not to say,2024-01-07,0,Mobile,Books
CUST00340,At Risk,Surabaya,41,Female,2024-03-29,0,Desktop,Electronics
CUST00341,Champions,Jakarta,34,Female,2024-01-31,1,Mobile,Sports
CUST00342,New,Medan,45,Female,2024-02-12,1,Mobile,Electronics
CUST00343,Champions,Depok,31,Female,2024-03-20,1,Desktop,Books
CUST00344,New,Bali,22,Female,2024-08-11,0,Mobile,Electronics
CUST00345,At Risk,Bandung,47,Male,2024-01-29,0,Desktop,Electronics
CUST00346,New,Jakarta,18,Female,2024-06-26,0,Desktop,Electronics
CUST00347,Champions,Medan,35,Female,2024-03-01,1,Desktop,Apparel
CUST00348,Champions,Bandung,54,Female,2024-09-11,1,Mobile,Beauty
CUST00349,Loyal,Yogyakarta,34,Female,2024-10-20,1,Desktop,Electronics
